order_id,order_date,country,device_type,traffic_source,payment_method,product_category,customer_age_days,previous_orders,avg_order_value_eur,order_value_eur,quantity,discount_rate,shipping_distance_km,delivery_days_estimated,late_delivery_risk,address_mismatch,high_risk_ip,customer_support_contacts,review_score,is_returned,is_fraud,risk_label
ORD-2024-010867,06/08/2024,Netherlands,Mobile,Social Media,Debit Card,Electronics,194,0,17.44,25.41,2,0.12,155.1,2,0,0,0,0,4.2,0,0,Normal
ORD-2025-010403,16/11/2025,Netherlands,Mobile,Marketplace,Bank Transfer,Sports,54,0,22.33,108.21,1,0.05,819.3,6,0,0,0,0,4.2,1,0,Return Risk
ORD-2025-000529,03/04/2025,Poland,Mobile,Organic Search,Klarna,Beauty,1452,11,45.51,65.39,1,0.39,267.1,4,0,0,0,0,3.3,1,0,Return Risk
ORD-2023-000780,30/03/2023,France,Mobile,Direct,Bank Transfer,Home & Kitchen,759,7,52.88,53.66,1,0.16,554.9,4,0,0,0,0,4.3,0,0,Normal
ORD-2023-000723,04/01/2023,France,Tablet,Social Media,PayPal,Garden,474,2,19.82,51.78,2,0.19,347,3,0,0,0,0,4.8,0,0,Normal
ORD-2025-010540,05/09/2025,Poland,Mobile,Email,Credit Card,Garden,46,0,38.76,96.94,1,0.09,546.1,4,0,0,0,0,3.8,0,0,Normal
ORD-2023-001861,30/08/2023,Netherlands,Tablet,Direct,Klarna,Fashion,455,4,56.53,50.26,3,0.24,1031.3,5,0,0,0,0,4,0,0,Normal
ORD-2024-010169,01/03/2024,Spain,Mobile,Paid Ads,Bank Transfer,Toys,290,0,36.53,20.15,4,0.04,645.7,3,0,0,0,0,4.6,0,0,Normal
ORD-2024-011469,09/09/2024,Netherlands,Mobile,Organic Search,PayPal,Pet Supplies,246,1,37.68,18.54,1,0.16,218.6,2,0,0,0,0,4.7,0,0,Normal
ORD-2023-010158,07/07/2023,Germany,Desktop,Paid Ads,Bank Transfer,Electronics,619,4,26.06,40.18,2,0.12,129.5,3,0,0,0,0,5,0,0,Normal
ORD-2025-010874,03/02/2025,Germany,Desktop,Social Media,Debit Card,Fashion,194,1,32.66,24.7,1,0.15,1108.1,5,0,0,0,1,4.5,0,0,Normal
ORD-2024-001993,17/06/2024,Belgium,Tablet,Marketplace,Credit Card,Sports,382,2,80.72,216.11,3,0.19,464.8,6,0,0,0,1,4.4,0,0,Normal
ORD-2025-002333,04/05/2025,Belgium,Desktop,Social Media,Credit Card,Garden,418,3,167.89,150.21,2,0.04,623,5,0,0,0,0,3.1,1,0,Return Risk
ORD-2023-007539,28/11/2023,Spain,Mobile,Paid Ads,Credit Card,Garden,376,2,21.11,96.1,8,0.01,532,5,0,0,0,0,5,0,0,Normal
ORD-2024-007691,16/06/2024,Netherlands,Mobile,Paid Ads,Klarna,Garden,124,2,65.95,102.84,3,0.01,109,5,0,0,0,0,4.3,0,0,Normal
ORD-2025-005655,30/08/2025,Poland,Mobile,Organic Search,Debit Card,Beauty,947,2,57.68,46.55,6,0.06,747.8,5,0,0,0,1,5,0,0,Normal
ORD-2024-003460,23/09/2024,Belgium,Desktop,Organic Search,PayPal,Electronics,343,1,45.7,61.12,3,0.11,598.3,4,0,0,0,0,4.7,0,0,Normal
ORD-2024-005497,03/01/2024,Italy,Desktop,Organic Search,PayPal,Home & Kitchen,183,0,54.92,278.29,1,0.07,444.1,3,0,0,0,0,5,0,0,Normal
ORD-2023-005382,26/02/2023,Belgium,Mobile,Social Media,PayPal,Garden,185,1,38.93,45.86,1,0.2,289.3,4,0,0,0,0,4.7,0,0,Normal
ORD-2023-006718,26/06/2023,Turkey,Desktop,Marketplace,Credit Card,Sports,622,1,43.04,27.25,3,0.26,969.7,6,1,0,0,1,3.6,0,0,Normal
ORD-2025-009072,02/08/2025,Netherlands,Desktop,Email,Bank Transfer,Garden,80,0,19.69,17.64,1,0.15,391.2,4,0,0,0,0,4.4,0,0,Normal
ORD-2024-004519,29/07/2024,Belgium,Mobile,Social Media,Credit Card,Garden,202,1,34.98,35.59,1,0.07,132.2,3,0,0,0,0,4.1,0,0,Normal
ORD-2025-005265,22/02/2025,France,Desktop,Social Media,Klarna,Home & Kitchen,433,1,19.13,21.43,1,0.41,129,2,0,0,0,0,4.7,0,0,Normal
ORD-2025-011587,21/01/2025,Netherlands,Mobile,Direct,PayPal,Pet Supplies,271,1,15.7,27.74,6,0.07,391.8,4,0,0,0,1,5,0,0,Normal
ORD-2024-009998,17/05/2024,France,Mobile,Social Media,PayPal,Electronics,69,1,92.72,63.13,4,0.15,11.7,3,0,0,0,0,5,0,0,Normal
ORD-2025-000258,07/09/2025,Belgium,Mobile,Email,Credit Card,Fashion,184,2,71.47,82.95,1,0.17,1184.3,8,1,0,0,1,2.9,1,0,Return Risk
ORD-2023-009143,27/11/2023,France,Mobile,Organic Search,Credit Card,Electronics,401,2,61.47,120.85,1,0.14,1045.7,6,1,0,0,2,2.9,0,0,Normal
ORD-2024-009082,29/06/2024,Netherlands,Desktop,Direct,Debit Card,Toys,471,3,52.26,76.02,2,0.09,486.5,4,0,0,0,0,5,0,0,Normal
ORD-2023-010330,27/06/2023,Poland,Desktop,Email,Bank Transfer,Pet Supplies,226,0,28.47,15.35,2,0.11,114,3,0,0,0,0,4.8,0,0,Normal
ORD-2024-011281,07/04/2024,Belgium,Mobile,Direct,PayPal,Electronics,574,4,44.93,65.48,1,0.2,89.9,3,0,0,0,0,4.5,0,0,Normal
ORD-2023-011396,25/12/2023,Poland,Mobile,Paid Ads,Credit Card,Garden,584,3,50.64,102.28,1,0.33,582.2,5,0,0,1,0,5,0,0,Normal
ORD-2025-003626,08/07/2025,Netherlands,Desktop,Organic Search,Klarna,Garden,238,2,27.06,24.61,1,0.02,243.3,4,0,0,0,0,4.5,0,0,Normal
ORD-2023-000703,11/11/2023,Belgium,Desktop,Paid Ads,Bank Transfer,Garden,164,3,40.95,33.01,1,0.05,1110.2,7,1,0,0,1,3.3,1,0,Return Risk
ORD-2024-003190,08/02/2024,Italy,Mobile,Marketplace,PayPal,Fashion,366,3,16.63,14.53,1,0.26,304.1,5,0,0,0,0,4.5,0,0,Normal
ORD-2024-000504,29/10/2024,Poland,Mobile,Social Media,Debit Card,Home & Kitchen,248,2,72.37,72.23,4,0,641.5,5,0,0,1,0,4.5,0,0,Normal
ORD-2025-010575,12/12/2025,Italy,Mobile,Organic Search,Credit Card,Fashion,471,0,104.18,97.76,1,0.11,562.9,3,0,0,0,0,4.8,0,0,Normal
ORD-2023-008157,16/09/2023,France,Desktop,Paid Ads,Debit Card,Toys,229,0,20.18,11.12,1,0.13,371,3,0,0,0,1,4.5,0,0,Normal
ORD-2024-007307,31/01/2024,Belgium,Tablet,Paid Ads,Bank Transfer,Garden,296,1,51.3,68.6,4,0.06,683.5,3,0,0,0,0,4.1,0,0,Normal
ORD-2023-002249,26/08/2023,France,Mobile,Marketplace,Debit Card,Home & Kitchen,118,0,44.04,49.73,1,0.11,1050.5,4,1,0,0,0,4.2,0,0,Normal
ORD-2025-000373,01/05/2025,Netherlands,Mobile,Organic Search,Bank Transfer,Electronics,508,1,27.28,42.99,1,0.43,542.1,4,0,0,0,0,4.6,0,0,Normal
ORD-2025-004053,28/04/2025,Poland,Mobile,Paid Ads,Klarna,Sports,38,1,60,58.87,1,0.24,404.3,5,0,0,0,1,5,0,0,Normal
ORD-2024-003938,31/08/2024,Italy,Mobile,Email,Gift Card,Electronics,366,2,48.9,111.03,1,0.02,182.5,3,0,0,0,0,4.3,0,0,Normal
ORD-2023-011871,06/11/2023,Netherlands,Desktop,Email,PayPal,Toys,272,4,16.79,13.17,2,0.01,779.3,5,0,0,0,1,5,0,0,Normal
ORD-2025-004077,23/01/2025,Germany,Desktop,Social Media,PayPal,Beauty,284,3,19.19,16.09,2,0.1,158.6,2,0,0,0,0,4.6,0,0,Normal
ORD-2023-000998,08/05/2023,Netherlands,Mobile,Direct,Debit Card,Home & Kitchen,231,1,32.21,20.7,4,0.03,667.4,3,0,0,1,0,4.5,0,0,Normal
ORD-2024-004333,24/11/2024,Italy,Mobile,Direct,Credit Card,Pet Supplies,132,1,11.23,16.34,7,0.31,287.5,3,0,0,0,0,4.8,0,0,Normal
ORD-2023-010276,22/10/2023,Spain,Mobile,Paid Ads,PayPal,Sports,438,1,64.55,111.5,2,0.04,963.4,4,0,0,0,0,4.8,0,0,Normal
ORD-2023-001177,04/08/2023,Belgium,Mobile,Email,Credit Card,Beauty,560,4,11.77,5.98,1,0.04,1110.1,6,1,0,0,1,3.7,0,0,Normal
ORD-2024-011622,11/04/2024,Italy,Mobile,Organic Search,Debit Card,Toys,349,3,64.45,44.34,2,0,452.3,4,0,0,0,1,4.3,0,0,Normal
ORD-2025-000552,09/02/2025,Poland,Mobile,Direct,Debit Card,Fashion,163,1,61.82,54.11,1,0.27,247.9,3,0,0,0,0,4.5,0,0,Normal
ORD-2023-004373,28/11/2023,Germany,Mobile,Organic Search,Klarna,Home & Kitchen,204,1,53.18,84.28,6,0.46,34.7,4,0,0,0,0,4,1,1,Fraud Risk
ORD-2024-003498,15/06/2024,Italy,Mobile,Organic Search,PayPal,Fashion,96,1,55.34,30.58,5,0.17,871.8,5,0,0,0,0,4.3,0,0,Normal
ORD-2023-005150,13/01/2023,Netherlands,Mobile,Social Media,Klarna,Sports,129,2,52.97,30.31,2,0.12,160.3,2,0,0,0,2,4.1,0,0,Normal
ORD-2024-004820,29/04/2024,Netherlands,Mobile,Organic Search,Gift Card,Sports,364,1,115.8,134.4,1,0.06,472.6,5,0,0,1,0,5,0,0,Normal
ORD-2025-011007,27/11/2025,Belgium,Mobile,Organic Search,Bank Transfer,Sports,811,5,27.17,20.17,1,0.12,544.8,5,0,0,0,0,4.1,0,0,Normal
ORD-2023-006923,15/07/2023,Netherlands,Mobile,Social Media,Debit Card,Home & Kitchen,354,2,18.44,23.55,1,0.26,37.9,3,0,0,0,0,3.7,1,0,Return Risk
ORD-2024-007770,23/08/2024,Belgium,Mobile,Marketplace,Debit Card,Fashion,97,0,84.2,52.52,4,0.09,250.7,3,0,0,0,0,4.7,0,0,Normal
ORD-2025-009792,24/08/2025,Belgium,Mobile,Direct,Credit Card,Toys,70,0,25.5,10.74,2,0.02,926.5,7,1,0,0,1,3.6,0,0,Normal
ORD-2023-007211,20/12/2023,Italy,Mobile,Marketplace,Debit Card,Fashion,245,1,33.71,23.92,1,0.06,774.8,4,0,0,0,0,4.9,0,0,Normal
ORD-2023-010650,03/09/2023,Netherlands,Mobile,Organic Search,Credit Card,Sports,466,3,88.98,64.04,3,0.11,711,5,0,0,0,0,5,0,0,Normal
ORD-2023-000694,16/08/2023,Poland,Mobile,Paid Ads,PayPal,Fashion,395,1,77.51,132.14,2,0.09,1018.2,5,0,0,0,0,3.6,1,0,Return Risk
ORD-2025-002534,19/11/2025,Germany,Mobile,Marketplace,Debit Card,Toys,113,0,25.06,35.55,1,0.23,353,4,0,0,0,1,4.6,0,0,Normal
ORD-2025-003444,05/05/2025,Germany,Tablet,Marketplace,Credit Card,Home & Kitchen,514,4,33.58,32.69,3,0.33,316.2,4,0,0,0,0,4.6,0,0,Normal
ORD-2025-000983,05/01/2025,Belgium,Mobile,Direct,Credit Card,Home & Kitchen,203,0,36.3,42.16,1,0.13,744.7,4,0,0,0,0,4.8,0,0,Normal
ORD-2025-009501,11/09/2025,Poland,Mobile,Paid Ads,Credit Card,Pet Supplies,324,0,33.3,18.73,2,0.31,246.5,5,0,0,0,0,4.8,0,0,Normal
ORD-2025-011292,08/06/2025,Germany,Desktop,Social Media,Credit Card,Fashion,116,0,103.67,86.12,3,0.26,998.7,4,0,0,0,0,4.8,0,0,Normal
ORD-2024-004223,28/07/2024,Spain,Mobile,Paid Ads,Bank Transfer,Electronics,207,1,62.03,239.06,2,0.04,488.6,4,0,0,0,0,5,0,0,Normal
ORD-2025-000092,18/07/2025,France,Desktop,Paid Ads,Bank Transfer,Home & Kitchen,461,5,26.49,52.94,8,0.09,610,4,0,0,0,0,4.5,0,0,Normal
ORD-2025-002267,16/07/2025,Turkey,Desktop,Paid Ads,Credit Card,Garden,288,3,70.88,138.11,1,0.04,544.9,5,0,0,0,0,5,0,0,Normal
ORD-2023-008604,05/10/2023,Italy,Mobile,Social Media,Debit Card,Electronics,517,4,21.29,9.11,1,0.31,309.2,4,0,0,0,0,3.7,1,0,Return Risk
ORD-2025-008650,21/05/2025,Belgium,Desktop,Organic Search,Credit Card,Pet Supplies,342,4,43.52,42.13,2,0.02,167.6,3,0,0,0,1,4.9,0,0,Normal
ORD-2024-000262,19/07/2024,Belgium,Desktop,Paid Ads,Debit Card,Electronics,395,1,106.85,195.35,2,0.18,505.8,4,0,0,0,1,4.8,0,0,Normal
ORD-2025-003338,27/11/2025,Netherlands,Mobile,Direct,Credit Card,Garden,126,1,89.1,81.54,1,0.2,116.3,4,0,0,0,0,4.1,0,0,Normal
ORD-2025-007500,05/01/2025,France,Tablet,Social Media,Debit Card,Electronics,108,1,46.12,146.1,2,0,74.4,4,0,0,0,0,4.7,0,0,Normal
ORD-2025-008700,09/06/2025,Netherlands,Mobile,Organic Search,Debit Card,Fashion,402,2,28.76,37.55,1,0.32,436.1,2,0,0,0,0,5,0,0,Normal
ORD-2025-006625,21/05/2025,Turkey,Desktop,Organic Search,Bank Transfer,Toys,288,1,88.09,51.73,2,0.15,600.3,3,0,0,0,0,4.5,0,0,Normal
ORD-2025-000446,20/01/2025,Italy,Desktop,Social Media,Credit Card,Fashion,416,5,28.9,29.11,1,0.31,336.8,2,0,0,0,0,4.8,0,0,Normal
ORD-2024-003556,06/01/2024,Belgium,Mobile,Paid Ads,PayPal,Pet Supplies,318,1,28.99,14.34,1,0.3,487.3,4,0,0,0,1,4.1,0,0,Normal
ORD-2025-002195,21/04/2025,Netherlands,Mobile,Direct,Debit Card,Home & Kitchen,385,2,97.15,84.01,7,0.34,556.4,4,0,0,0,0,4.5,0,0,Normal
ORD-2024-011494,14/08/2024,Germany,Mobile,Paid Ads,Klarna,Pet Supplies,258,0,73.01,48.86,2,0.07,97.5,4,0,0,0,0,4.7,0,1,Fraud Risk
ORD-2025-006876,21/05/2025,Netherlands,Mobile,Marketplace,Debit Card,Sports,86,1,21.93,23.13,1,0.06,33.1,1,0,0,0,0,4.7,0,0,Normal
ORD-2023-002868,09/06/2023,Germany,Mobile,Paid Ads,Debit Card,Electronics,411,0,11.32,19.1,4,0.04,530.7,4,0,0,0,0,4.7,0,0,Normal
ORD-2023-002527,11/08/2023,Netherlands,Mobile,Marketplace,Debit Card,Electronics,319,5,40.81,122.93,1,0.1,106,4,0,0,0,0,4.8,0,0,Normal
ORD-2025-009983,28/06/2025,Netherlands,Desktop,Marketplace,Credit Card,Garden,163,2,36.64,34.73,1,0.2,439.8,6,1,0,0,1,3.3,0,0,Normal
ORD-2023-005373,18/12/2023,Poland,Mobile,Paid Ads,PayPal,Sports,439,2,14.29,12.46,4,0.03,241.3,2,0,0,0,0,5,0,0,Normal
ORD-2024-008078,24/06/2024,Netherlands,Desktop,Organic Search,Bank Transfer,Toys,379,1,56.68,66.88,2,0.3,404.8,5,0,0,0,0,4.9,0,0,Normal
ORD-2025-001169,06/12/2025,France,Desktop,Paid Ads,Credit Card,Fashion,157,1,102.13,210.99,1,0.17,1765.6,5,0,0,0,0,5,0,0,Normal
ORD-2025-004145,26/10/2025,Italy,Mobile,Paid Ads,PayPal,Fashion,348,2,33.11,34.37,1,0.08,216.3,3,0,0,0,0,4.9,0,0,Normal
ORD-2023-000085,19/08/2023,Belgium,Desktop,Social Media,Credit Card,Home & Kitchen,262,1,58.11,87.97,1,0.16,217.1,4,0,0,0,0,4.7,0,0,Normal
ORD-2024-003150,16/12/2024,Spain,Mobile,Direct,PayPal,Fashion,323,1,80.98,161.37,2,0.29,1042.8,6,1,0,0,0,3.4,1,0,Return Risk
ORD-2025-008027,31/10/2025,Italy,Mobile,Organic Search,PayPal,Electronics,792,3,45.17,92.3,1,0.13,674.4,4,0,0,0,1,4.5,0,0,Normal
ORD-2025-000881,27/07/2025,Poland,Tablet,Paid Ads,Credit Card,Pet Supplies,623,1,42.93,25.44,1,0.03,585.9,4,0,0,0,0,4.8,0,0,Normal
ORD-2025-006725,25/09/2025,Poland,Mobile,Social Media,Bank Transfer,Electronics,323,1,70.48,219.62,3,0.01,622.3,4,0,0,0,0,4.1,0,0,Normal
ORD-2025-007392,15/01/2025,Netherlands,Tablet,Marketplace,Debit Card,Garden,65,0,42.33,104.51,2,0.1,607.3,5,0,0,0,0,4.9,0,0,Normal
ORD-2024-001468,18/05/2024,France,Mobile,Paid Ads,Credit Card,Sports,547,2,59.05,40.52,7,0.06,527.3,5,0,0,0,0,4.8,0,0,Normal
ORD-2025-008777,17/05/2025,France,Mobile,Direct,Bank Transfer,Beauty,491,0,38.27,12.67,1,0.2,177.1,4,0,0,0,0,4.6,0,0,Normal
ORD-2025-006928,15/03/2025,Italy,Mobile,Organic Search,PayPal,Home & Kitchen,635,7,14.07,14.04,2,0.07,466.9,6,0,0,1,0,5,0,0,Normal
ORD-2023-009845,13/01/2023,Spain,Mobile,Organic Search,Bank Transfer,Electronics,403,0,38.7,70.92,4,0.05,153.2,3,0,0,0,0,4.3,0,0,Normal
ORD-2024-004327,04/05/2024,Spain,Mobile,Social Media,Credit Card,Sports,84,1,35.77,27.07,1,0.17,410.7,3,0,0,0,0,4.8,0,0,Normal
ORD-2024-004045,08/11/2024,Netherlands,Mobile,Organic Search,Credit Card,Home & Kitchen,284,1,38.52,32.75,1,0.07,312.7,2,0,0,0,0,3.5,0,0,Normal
ORD-2024-004138,11/09/2024,Poland,Desktop,Paid Ads,Debit Card,Fashion,631,1,78.72,55.95,6,0.01,270.9,2,0,0,0,0,5,0,0,Normal
ORD-2024-003040,19/04/2024,Netherlands,Mobile,Paid Ads,Credit Card,Toys,220,1,15.55,13.91,1,0.17,107.4,5,0,0,0,0,3.5,1,0,Return Risk
ORD-2024-010611,14/06/2024,Belgium,Mobile,Organic Search,PayPal,Sports,34,0,19.14,15.7,2,0.06,363.6,2,0,0,0,0,3.5,1,0,Return Risk
ORD-2025-005852,11/12/2025,France,Mobile,Paid Ads,PayPal,Electronics,236,2,61.89,90.97,3,0.23,1292.1,6,1,0,0,0,4.1,0,0,Normal
ORD-2025-000580,01/02/2025,Turkey,Mobile,Social Media,Bank Transfer,Sports,772,2,33.13,54.88,1,0.64,948.7,5,0,0,0,0,4.5,0,0,Normal
ORD-2024-008421,08/04/2024,Netherlands,Desktop,Social Media,Debit Card,Home & Kitchen,784,6,68.92,149.05,2,0.1,334.4,5,0,0,0,0,4.5,0,0,Normal
ORD-2024-008834,01/12/2024,Spain,Mobile,Social Media,Debit Card,Electronics,285,5,30.08,42.87,4,0.05,464.1,6,0,0,0,0,4.7,0,0,Normal
ORD-2024-005115,01/08/2024,Belgium,Mobile,Social Media,Debit Card,Sports,575,1,20.18,11.96,4,0.17,1647,5,0,0,0,0,3.8,1,0,Return Risk
ORD-2023-009450,30/11/2023,Netherlands,Mobile,Marketplace,Credit Card,Electronics,180,2,86.64,346.15,4,0.09,488.8,5,0,0,0,1,4.5,0,0,Normal
ORD-2025-008132,01/10/2025,Turkey,Mobile,Organic Search,Klarna,Home & Kitchen,678,0,54.19,96.49,2,0.07,655,5,0,0,0,0,4.2,0,0,Normal
ORD-2023-004158,30/05/2023,Netherlands,Mobile,Direct,Klarna,Electronics,159,1,80.18,97.19,1,0.09,225.6,3,0,0,0,0,4.7,0,0,Normal
ORD-2025-005774,24/10/2025,France,Mobile,Marketplace,Gift Card,Beauty,776,5,61.7,35.23,1,0.19,189.2,2,0,0,0,0,4.6,0,0,Normal
ORD-2023-000414,03/03/2023,Poland,Tablet,Paid Ads,Debit Card,Electronics,1423,8,174.58,575.3,1,0.31,44.7,3,0,0,0,0,4.9,0,0,Normal
ORD-2023-000403,11/07/2023,Germany,Mobile,Organic Search,PayPal,Pet Supplies,65,0,31.43,16.53,1,0.13,411.5,5,0,0,0,0,4.7,0,0,Normal
ORD-2024-004429,02/09/2024,Turkey,Mobile,Organic Search,Credit Card,Electronics,16,1,61.83,77.37,1,0.04,150.4,2,0,0,0,0,3,1,0,Return Risk
ORD-2023-002085,02/07/2023,Turkey,Mobile,Paid Ads,PayPal,Fashion,198,0,27.11,21.57,1,0.33,730.1,4,0,0,0,0,4.5,0,1,Fraud Risk
ORD-2023-003058,11/09/2023,Netherlands,Mobile,Paid Ads,PayPal,Home & Kitchen,456,5,18.75,9.34,2,0.02,154.7,3,0,0,0,0,4.7,0,0,Normal
ORD-2024-008989,05/07/2024,Netherlands,Desktop,Marketplace,Credit Card,Beauty,112,0,58.5,25.31,1,0.22,278.9,5,0,1,0,0,4.4,0,0,Normal
ORD-2023-000165,24/05/2023,Spain,Desktop,Paid Ads,Debit Card,Garden,509,4,32.57,28.42,4,0.39,1165,4,0,0,0,0,4.6,0,0,Normal
ORD-2024-010699,26/12/2024,Spain,Desktop,Paid Ads,Bank Transfer,Electronics,579,1,23.88,37.52,2,0.05,82.1,2,0,0,0,0,5,0,0,Normal
ORD-2023-004303,24/05/2023,France,Mobile,Social Media,PayPal,Sports,191,3,79.36,132.46,1,0.07,454.2,2,0,0,0,1,4.3,0,0,Normal
ORD-2024-009858,06/03/2024,Italy,Mobile,Marketplace,Credit Card,Electronics,270,2,81.35,231.19,1,0.03,79.2,4,0,0,0,0,4.6,0,0,Normal
ORD-2025-008973,06/01/2025,Belgium,Mobile,Paid Ads,Klarna,Fashion,321,3,60.14,67.42,2,0.13,500.6,5,0,0,0,0,3.9,0,0,Normal
ORD-2023-003318,29/12/2023,Belgium,Desktop,Marketplace,Credit Card,Garden,179,2,63.81,25.2,2,0.16,163.7,3,0,0,0,0,4.8,0,0,Normal
ORD-2025-009618,14/07/2025,Spain,Tablet,Social Media,PayPal,Toys,96,0,21.28,17.57,4,0.5,46.9,2,0,0,1,0,5,0,0,Normal
ORD-2025-003935,15/06/2025,Netherlands,Mobile,Organic Search,Klarna,Home & Kitchen,105,0,177.84,268.08,4,0.04,461.1,4,0,0,0,0,4.8,0,0,Normal
ORD-2023-007896,25/06/2023,Netherlands,Mobile,Organic Search,PayPal,Garden,506,4,39.09,61.98,2,0.14,209,3,0,0,0,0,4.7,0,0,Normal
ORD-2025-001335,10/10/2025,Belgium,Mobile,Organic Search,PayPal,Sports,310,1,13.57,15.25,1,0.11,179.9,3,0,0,0,0,4,0,0,Normal
ORD-2023-009227,18/11/2023,France,Desktop,Paid Ads,PayPal,Fashion,199,0,21.26,21,1,0.1,34,3,0,0,0,0,4.8,0,1,Fraud Risk
ORD-2023-000754,21/06/2023,France,Desktop,Social Media,Debit Card,Pet Supplies,220,2,59.62,38.51,2,0.09,907.5,6,1,0,0,3,1.8,1,0,Return Risk
ORD-2024-003065,26/01/2024,Spain,Mobile,Organic Search,Klarna,Toys,120,0,36.23,21.94,3,0.27,585,5,0,0,0,0,4.4,0,0,Normal
ORD-2024-000707,15/09/2024,Netherlands,Mobile,Direct,Credit Card,Home & Kitchen,75,1,61.7,47.87,2,0.02,652.3,5,0,0,0,0,4.9,0,0,Normal
ORD-2024-003492,15/11/2024,Belgium,Desktop,Social Media,Bank Transfer,Home & Kitchen,351,1,62.29,65.38,1,0.31,776.9,6,0,0,0,0,4.8,0,0,Normal
ORD-2023-004574,19/01/2023,Belgium,Tablet,Organic Search,Credit Card,Toys,1009,7,39.15,33.08,2,0.05,333.5,4,0,0,0,0,4.7,0,0,Normal
ORD-2025-004869,27/10/2025,France,Desktop,Organic Search,Credit Card,Garden,88,1,33.4,36.34,1,0.49,78.1,4,0,0,0,0,4.5,0,0,Normal
ORD-2024-003152,27/03/2024,Italy,Mobile,Social Media,Klarna,Toys,94,0,33.17,21.21,1,0.04,586.7,5,0,0,0,0,4.6,0,0,Normal
ORD-2024-011221,18/04/2024,France,Mobile,Marketplace,PayPal,Fashion,262,2,39.08,22.45,1,0.27,211.3,3,0,0,0,0,5,0,0,Normal
ORD-2025-003800,30/06/2025,Netherlands,Mobile,Organic Search,Debit Card,Sports,129,0,60.06,65.71,2,0.31,285.1,2,0,0,1,0,4.1,0,0,Normal
ORD-2025-004023,23/04/2025,Turkey,Mobile,Email,Klarna,Fashion,161,1,34.5,26.57,2,0.08,706.6,4,0,0,0,0,4.5,0,0,Normal
ORD-2023-001075,16/02/2023,Germany,Tablet,Organic Search,Debit Card,Electronics,819,6,20.33,36.26,1,0.08,461.1,4,0,0,0,0,4.9,0,0,Normal
ORD-2025-007866,11/04/2025,Germany,Mobile,Social Media,Bank Transfer,Electronics,582,5,114.96,359.68,1,0.11,262.1,4,0,0,0,0,4.3,0,0,Normal
ORD-2023-003439,02/09/2023,Belgium,Mobile,Marketplace,Bank Transfer,Toys,504,4,12.09,5,1,0.05,737.8,5,0,0,0,0,5,0,0,Normal
ORD-2023-006879,19/11/2023,Belgium,Mobile,Paid Ads,PayPal,Beauty,311,3,66.72,37.17,1,0.07,760.1,4,0,1,0,0,4.5,0,0,Normal
ORD-2025-008021,03/05/2025,Netherlands,Desktop,Organic Search,PayPal,Beauty,513,2,19.69,26.81,1,0.06,431.5,3,0,0,0,0,4.3,0,0,Normal
ORD-2024-007361,17/12/2024,Turkey,Mobile,Organic Search,Credit Card,Garden,283,1,63.56,50.75,2,0.06,808.8,4,0,0,0,0,4.2,0,0,Normal
ORD-2023-002430,28/06/2023,Netherlands,Desktop,Organic Search,Debit Card,Home & Kitchen,430,1,15.86,20.76,5,0.36,362.9,4,0,0,0,0,4.7,0,0,Normal
ORD-2023-000247,09/04/2023,Spain,Mobile,Paid Ads,Debit Card,Sports,131,1,32.94,24.02,1,0.31,174.4,4,0,0,0,0,3.5,0,0,Normal
ORD-2023-003816,30/04/2023,Netherlands,Mobile,Paid Ads,Debit Card,Garden,576,3,71.52,39.69,1,0.05,701.6,4,0,0,0,0,4.3,0,0,Normal
ORD-2024-005495,06/09/2024,Belgium,Desktop,Organic Search,Klarna,Garden,5,0,64.24,74.3,1,0.02,1100.6,5,0,0,0,0,4.7,0,0,Normal
ORD-2023-003633,05/12/2023,Italy,Mobile,Email,Debit Card,Garden,347,2,28.58,16.07,3,0.24,401.6,4,0,0,0,0,4.7,0,0,Normal
ORD-2023-007817,13/03/2023,France,Mobile,Marketplace,PayPal,Fashion,318,1,39.99,39.25,1,0.22,738.5,2,0,0,0,0,4.1,0,0,Normal
ORD-2023-002263,08/08/2023,Netherlands,Mobile,Marketplace,Debit Card,Toys,156,1,27.46,20.22,2,0.08,619.1,5,0,0,0,1,4,0,0,Normal
ORD-2025-002247,23/06/2025,France,Mobile,Marketplace,Klarna,Pet Supplies,200,0,37.5,36.3,1,0.03,100.1,4,0,0,0,0,5,0,0,Normal
ORD-2023-000836,12/12/2023,Belgium,Desktop,Email,Debit Card,Electronics,659,3,77.56,143.33,1,0.01,93.1,3,0,0,0,0,4.9,0,0,Normal
ORD-2025-000433,14/11/2025,Netherlands,Mobile,Organic Search,PayPal,Beauty,932,5,30.61,30.41,4,0.22,35,2,0,0,0,0,4.5,0,0,Normal
ORD-2023-005118,18/06/2023,Poland,Desktop,Organic Search,Klarna,Fashion,661,3,23.53,16.26,1,0.26,524.8,5,0,0,0,0,4.5,0,0,Normal
ORD-2024-001174,20/11/2024,Germany,Mobile,Direct,Credit Card,Sports,163,1,82.72,89.16,2,0.01,154.1,3,0,0,0,0,5,0,0,Normal
ORD-2023-005482,27/10/2023,Belgium,Mobile,Social Media,Debit Card,Garden,174,1,36.24,64.63,1,0.36,550.4,4,0,0,0,0,4.5,0,0,Normal
ORD-2023-004657,21/04/2023,Netherlands,Tablet,Social Media,Credit Card,Garden,288,2,21.8,13.2,1,0.03,752.9,5,0,0,0,1,4.2,0,0,Normal
